,continent,country,year,metric,value
4876,Africa,Tunisia,2002,pop,9770575.0
1610,Africa,Tunisia,2007,gdpPercap,7092.923025
3314,Africa,Tunisia,2007,lifeExp,73.923
5018,Africa,Tunisia,2007,pop,10276158.0
49,Africa,Uganda,1952,gdpPercap,734.753484
1753,Africa,Uganda,1952,lifeExp,39.978
3457,Africa,Uganda,1952,pop,5824797.0
191,Africa,Uganda,1957,gdpPercap,774.3710692
1895,Africa,Uganda,1957,lifeExp,42.571
3599,Africa,Uganda,1957,pop,6675501.0
333,Africa,Uganda,1962,gdpPercap,767.2717398
2037,Africa,Uganda,1962,lifeExp,45.344
3741,Africa,Uganda,1962,pop,7688797.0
475,Africa,Uganda,1967,gdpPercap,908.9185217
2179,Africa,Uganda,1967,lifeExp,48.051
3883,Africa,Uganda,1967,pop,8900294.0
617,Africa,Uganda,1972,gdpPercap,950.735869
2321,Africa,Uganda,1972,lifeExp,51.016
4025,Africa,Uganda,1972,pop,10190285.0
759,Africa,Uganda,1977,gdpPercap,843.7331372
2463,Africa,Uganda,1977,lifeExp,50.35
4167,Africa,Uganda,1977,pop,11457758.0
901,Africa,Uganda,1982,gdpPercap,682.2662268
2605,Africa,Uganda,1982,lifeExp,49.849
4309,Africa,Uganda,1982,pop,12939400.0
1043,Africa,Uganda,1987,gdpPercap,617.7244065
2747,Africa,Uganda,1987,lifeExp,51.509
4451,Africa,Uganda,1987,pop,15283050.0
1185,Africa,Uganda,1992,gdpPercap,644.1707969
2889,Africa,Uganda,1992,lifeExp,48.825
4593,Africa,Uganda,1992,pop,18252190.0
1327,Africa,Uganda,1997,gdpPercap,816.559081
3031,Africa,Uganda,1997,lifeExp,44.578
4735,Africa,Uganda,1997,pop,21210254.0
1469,Africa,Uganda,2002,gdpPercap,927.7210018
3173,Africa,Uganda,2002,lifeExp,47.813
4877,Africa,Uganda,2002,pop,24739869.0
1611,Africa,Uganda,2007,gdpPercap,1056.380121
3315,Africa,Uganda,2007,lifeExp,51.542
5019,Africa,Uganda,2007,pop,29170398.0
50,Africa,Zambia,1952,gdpPercap,1147.388831
1754,Africa,Zambia,1952,lifeExp,42.038
3458,Africa,Zambia,1952,pop,2672000.0
192,Africa,Zambia,1957,gdpPercap,1311.956766
1896,Africa,Zambia,1957,lifeExp,44.077
3600,Africa,Zambia,1957,pop,3016000.0
334,Africa,Zambia,1962,gdpPercap,1452.725766
2038,Africa,Zambia,1962,lifeExp,46.023
3742,Africa,Zambia,1962,pop,3421000.0
476,Africa,Zambia,1967,gdpPercap,1777.077318
2180,Africa,Zambia,1967,lifeExp,47.768
3884,Africa,Zambia,1967,pop,3900000.0
618,Africa,Zambia,1972,gdpPercap,1773.498265
2322,Africa,Zambia,1972,lifeExp,50.107
4026,Africa,Zambia,1972,pop,4506497.0
760,Africa,Zambia,1977,gdpPercap,1588.688299
2464,Africa,Zambia,1977,lifeExp,51.386
4168,Africa,Zambia,1977,pop,5216550.0
902,Africa,Zambia,1982,gdpPercap,1408.678565
2606,Africa,Zambia,1982,lifeExp,51.821
4310,Africa,Zambia,1982,pop,6100407.0
1044,Africa,Zambia,1987,gdpPercap,1213.315116
2748,Africa,Zambia,1987,lifeExp,50.821
4452,Africa,Zambia,1987,pop,7272406.0
1186,Africa,Zambia,1992,gdpPercap,1210.884633
2890,Africa,Zambia,1992,lifeExp,46.1
4594,Africa,Zambia,1992,pop,8381163.0
1328,Africa,Zambia,1997,gdpPercap,1071.353818
3032,Africa,Zambia,1997,lifeExp,40.238
4736,Africa,Zambia,1997,pop,9417789.0
1470,Africa,Zambia,2002,gdpPercap,1071.613938
3174,Africa,Zambia,2002,lifeExp,39.193
4878,Africa,Zambia,2002,pop,10595811.0
1612,Africa,Zambia,2007,gdpPercap,1271.211593
3316,Africa,Zambia,2007,lifeExp,42.384
5020,Africa,Zambia,2007,pop,11746035.0
51,Africa,Zimbabwe,1952,gdpPercap,406.8841148
1755,Africa,Zimbabwe,1952,lifeExp,48.451
3459,Africa,Zimbabwe,1952,pop,3080907.0
193,Africa,Zimbabwe,1957,gdpPercap,518.7642681
1897,Africa,Zimbabwe,1957,lifeExp,50.469
3601,Africa,Zimbabwe,1957,pop,3646340.0
335,Africa,Zimbabwe,1962,gdpPercap,527.2721818
2039,Africa,Zimbabwe,1962,lifeExp,52.358
3743,Africa,Zimbabwe,1962,pop,4277736.0
477,Africa,Zimbabwe,1967,gdpPercap,569.7950712
2181,Africa,Zimbabwe,1967,lifeExp,53.995
3885,Africa,Zimbabwe,1967,pop,4995432.0
619,Africa,Zimbabwe,1972,gdpPercap,799.3621758
2323,Africa,Zimbabwe,1972,lifeExp,55.635
4027,Africa,Zimbabwe,1972,pop,5861135.0
761,Africa,Zimbabwe,1977,gdpPercap,685.5876821
2465,Africa,Zimbabwe,1977,lifeExp,57.674
4169,Africa,Zimbabwe,1977,pop,6642107.0
903,Africa,Zimbabwe,1982,gdpPercap,788.8550411
2607,Africa,Zimbabwe,1982,lifeExp,60.363
4311,Africa,Zimbabwe,1982,pop,7636524.0
1045,Africa,Zimbabwe,1987,gdpPercap,706.1573059
2749,Africa,Zimbabwe,1987,lifeExp,62.351
4453,Africa,Zimbabwe,1987,pop,9216418.0
1187,Africa,Zimbabwe,1992,gdpPercap,693.4207856
2891,Africa,Zimbabwe,1992,lifeExp,60.377
4595,Africa,Zimbabwe,1992,pop,10704340.0
1329,Africa,Zimbabwe,1997,gdpPercap,792.4499603
3033,Africa,Zimbabwe,1997,lifeExp,46.809
4737,Africa,Zimbabwe,1997,pop,11404948.0
1471,Africa,Zimbabwe,2002,gdpPercap,672.0386227
3175,Africa,Zimbabwe,2002,lifeExp,39.989
4879,Africa,Zimbabwe,2002,pop,11926563.0
1613,Africa,Zimbabwe,2007,gdpPercap,469.7092981
3317,Africa,Zimbabwe,2007,lifeExp,43.487
5021,Africa,Zimbabwe,2007,pop,12311143.0
52,Americas,Argentina,1952,gdpPercap,5911.315053
1756,Americas,Argentina,1952,lifeExp,62.485
3460,Americas,Argentina,1952,pop,17876956.0
194,Americas,Argentina,1957,gdpPercap,6856.856212
1898,Americas,Argentina,1957,lifeExp,64.399
3602,Americas,Argentina,1957,pop,19610538.0
336,Americas,Argentina,1962,gdpPercap,7133.166023
2040,Americas,Argentina,1962,lifeExp,65.142
3744,Americas,Argentina,1962,pop,21283783.0
478,Americas,Argentina,1967,gdpPercap,8052.953021
2182,Americas,Argentina,1967,lifeExp,65.634
3886,Americas,Argentina,1967,pop,22934225.0
620,Americas,Argentina,1972,gdpPercap,9443.038526
2324,Americas,Argentina,1972,lifeExp,67.065
4028,Americas,Argentina,1972,pop,24779799.0
762,Americas,Argentina,1977,gdpPercap,10079.02674
2466,Americas,Argentina,1977,lifeExp,68.481
4170,Americas,Argentina,1977,pop,26983828.0
904,Americas,Argentina,1982,gdpPercap,8997.897412
2608,Americas,Argentina,1982,lifeExp,69.942
4312,Americas,Argentina,1982,pop,29341374.0
1046,Americas,Argentina,1987,gdpPercap,9139.671389
2750,Americas,Argentina,1987,lifeExp,70.774
4454,Americas,Argentina,1987,pop,31620918.0
1188,Americas,Argentina,1992,gdpPercap,9308.41871
2892,Americas,Argentina,1992,lifeExp,71.868
4596,Americas,Argentina,1992,pop,33958947.0
1330,Americas,Argentina,1997,gdpPercap,10967.28195
3034,Americas,Argentina,1997,lifeExp,73.275
4738,Americas,Argentina,1997,pop,36203463.0
1472,Americas,Argentina,2002,gdpPercap,8797.640716
3176,Americas,Argentina,2002,lifeExp,74.34
4880,Americas,Argentina,2002,pop,38331121.0
1614,Americas,Argentina,2007,gdpPercap,12779.37964
3318,Americas,Argentina,2007,lifeExp,75.32
5022,Americas,Argentina,2007,pop,40301927.0
53,Americas,Bolivia,1952,gdpPercap,2677.326347
1757,Americas,Bolivia,1952,lifeExp,40.414
3461,Americas,Bolivia,1952,pop,2883315.0
195,Americas,Bolivia,1957,gdpPercap,2127.686326
1899,Americas,Bolivia,1957,lifeExp,41.89
3603,Americas,Bolivia,1957,pop,3211738.0
337,Americas,Bolivia,1962,gdpPercap,2180.972546
2041,Americas,Bolivia,1962,lifeExp,43.428
3745,Americas,Bolivia,1962,pop,3593918.0
479,Americas,Bolivia,1967,gdpPercap,2586.886053
2183,Americas,Bolivia,1967,lifeExp,45.032
3887,Americas,Bolivia,1967,pop,4040665.0
621,Americas,Bolivia,1972,gdpPercap,2980.331339
2325,Americas,Bolivia,1972,lifeExp,46.714
4029,Americas,Bolivia,1972,pop,4565872.0
763,Americas,Bolivia,1977,gdpPercap,3548.097832
2467,Americas,Bolivia,1977,lifeExp,50.023
4171,Americas,Bolivia,1977,pop,5079716.0
905,Americas,Bolivia,1982,gdpPercap,3156.510452
2609,Americas,Bolivia,1982,lifeExp,53.859
4313,Americas,Bolivia,1982,pop,5642224.0
1047,Americas,Bolivia,1987,gdpPercap,2753.69149
2751,Americas,Bolivia,1987,lifeExp,57.251
4455,Americas,Bolivia,1987,pop,6156369.0
1189,Americas,Bolivia,1992,gdpPercap,2961.699694
2893,Americas,Bolivia,1992,lifeExp,59.957
4597,Americas,Bolivia,1992,pop,6893451.0
1331,Americas,Bolivia,1997,gdpPercap,3326.143191
3035,Americas,Bolivia,1997,lifeExp,62.05
4739,Americas,Bolivia,1997,pop,7693188.0
1473,Americas,Bolivia,2002,gdpPercap,3413.26269
3177,Americas,Bolivia,2002,lifeExp,63.883
4881,Americas,Bolivia,2002,pop,8445134.0
1615,Americas,Bolivia,2007,gdpPercap,3822.137084
3319,Americas,Bolivia,2007,lifeExp,65.554
5023,Americas,Bolivia,2007,pop,9119152.0
54,Americas,Brazil,1952,gdpPercap,2108.944355
1758,Americas,Brazil,1952,lifeExp,50.917
3462,Americas,Brazil,1952,pop,56602560.0
196,Americas,Brazil,1957,gdpPercap,2487.365989
1900,Americas,Brazil,1957,lifeExp,53.285
3604,Americas,Brazil,1957,pop,65551171.0
338,Americas,Brazil,1962,gdpPercap,3336.585802
2042,Americas,Brazil,1962,lifeExp,55.665
3746,Americas,Brazil,1962,pop,76039390.0
480,Americas,Brazil,1967,gdpPercap,3429.864357
2184,Americas,Brazil,1967,lifeExp,57.632
3888,Americas,Brazil,1967,pop,88049823.0
622,Americas,Brazil,1972,gdpPercap,4985.711467
2326,Americas,Brazil,1972,lifeExp,59.504
4030,Americas,Brazil,1972,pop,100840058.0
764,Americas,Brazil,1977,gdpPercap,6660.118654
2468,Americas,Brazil,1977,lifeExp,61.489
4172,Americas,Brazil,1977,pop,114313951.0
906,Americas,Brazil,1982,gdpPercap,7030.835878
2610,Americas,Brazil,1982,lifeExp,63.336
4314,Americas,Brazil,1982,pop,128962939.0
1048,Americas,Brazil,1987,gdpPercap,7807.095818
2752,Americas,Brazil,1987,lifeExp,65.205
4456,Americas,Brazil,1987,pop,142938076.0
1190,Americas,Brazil,1992,gdpPercap,6950.283021
2894,Americas,Brazil,1992,lifeExp,67.057
4598,Americas,Brazil,1992,pop,155975974.0
1332,Americas,Brazil,1997,gdpPercap,7957.980824
3036,Americas,Brazil,1997,lifeExp,69.388
4740,Americas,Brazil,1997,pop,168546719.0
1474,Americas,Brazil,2002,gdpPercap,8131.212843
3178,Americas,Brazil,2002,lifeExp,71.006
4882,Americas,Brazil,2002,pop,179914212.0
1616,Americas,Brazil,2007,gdpPercap,9065.800825
3320,Americas,Brazil,2007,lifeExp,72.39
5024,Americas,Brazil,2007,pop,190010647.0
55,Americas,Canada,1952,gdpPercap,11367.16112
1759,Americas,Canada,1952,lifeExp,68.75
3463,Americas,Canada,1952,pop,14785584.0
197,Americas,Canada,1957,gdpPercap,12489.95006
1901,Americas,Canada,1957,lifeExp,69.96
3605,Americas,Canada,1957,pop,17010154.0
339,Americas,Canada,1962,gdpPercap,13462.48555
2043,Americas,Canada,1962,lifeExp,71.3
3747,Americas,Canada,1962,pop,18985849.0
481,Americas,Canada,1967,gdpPercap,16076.58803
2185,Americas,Canada,1967,lifeExp,72.13
3889,Americas,Canada,1967,pop,20819767.0
623,Americas,Canada,1972,gdpPercap,18970.57086
2327,Americas,Canada,1972,lifeExp,72.88
4031,Americas,Canada,1972,pop,22284500.0
765,Americas,Canada,1977,gdpPercap,22090.88306
2469,Americas,Canada,1977,lifeExp,74.21
4173,Americas,Canada,1977,pop,23796400.0
907,Americas,Canada,1982,gdpPercap,22898.79214
2611,Americas,Canada,1982,lifeExp,75.76
4315,Americas,Canada,1982,pop,25201900.0
1049,Americas,Canada,1987,gdpPercap,26626.51503
2753,Americas,Canada,1987,lifeExp,76.86
4457,Americas,Canada,1987,pop,26549700.0
1191,Americas,Canada,1992,gdpPercap,26342.88426
2895,Americas,Canada,1992,lifeExp,77.95
4599,Americas,Canada,1992,pop,28523502.0
1333,Americas,Canada,1997,gdpPercap,28954.92589
3037,Americas,Canada,1997,lifeExp,78.61
4741,Americas,Canada,1997,pop,30305843.0
1475,Americas,Canada,2002,gdpPercap,33328.96507
3179,Americas,Canada,2002,lifeExp,79.77
4883,Americas,Canada,2002,pop,31902268.0
1617,Americas,Canada,2007,gdpPercap,36319.23501
3321,Americas,Canada,2007,lifeExp,80.653
5025,Americas,Canada,2007,pop,33390141.0
56,Americas,Chile,1952,gdpPercap,3939.978789
1760,Americas,Chile,1952,lifeExp,54.745
3464,Americas,Chile,1952,pop,6377619.0
198,Americas,Chile,1957,gdpPercap,4315.622723
1902,Americas,Chile,1957,lifeExp,56.074
3606,Americas,Chile,1957,pop,7048426.0
340,Americas,Chile,1962,gdpPercap,4519.094331
2044,Americas,Chile,1962,lifeExp,57.924
3748,Americas,Chile,1962,pop,7961258.0
482,Americas,Chile,1967,gdpPercap,5106.654313
2186,Americas,Chile,1967,lifeExp,60.523
3890,Americas,Chile,1967,pop,8858908.0
624,Americas,Chile,1972,gdpPercap,5494.024437
2328,Americas,Chile,1972,lifeExp,63.441
4032,Americas,Chile,1972,pop,9717524.0
766,Americas,Chile,1977,gdpPercap,4756.763836
2470,Americas,Chile,1977,lifeExp,67.052
4174,Americas,Chile,1977,pop,10599793.0
908,Americas,Chile,1982,gdpPercap,5095.665738
2612,Americas,Chile,1982,lifeExp,70.565
4316,Americas,Chile,1982,pop,11487112.0
1050,Americas,Chile,1987,gdpPercap,5547.063754
2754,Americas,Chile,1987,lifeExp,72.492
4458,Americas,Chile,1987,pop,12463354.0
1192,Americas,Chile,1992,gdpPercap,7596.125964
2896,Americas,Chile,1992,lifeExp,74.126
4600,Americas,Chile,1992,pop,13572994.0
1334,Americas,Chile,1997,gdpPercap,10118.05318
3038,Americas,Chile,1997,lifeExp,75.816
4742,Americas,Chile,1997,pop,14599929.0
1476,Americas,Chile,2002,gdpPercap,10778.78385
3180,Americas,Chile,2002,lifeExp,77.86
4884,Americas,Chile,2002,pop,15497046.0
1618,Americas,Chile,2007,gdpPercap,13171.63885
3322,Americas,Chile,2007,lifeExp,78.553
5026,Americas,Chile,2007,pop,16284741.0
57,Americas,Colombia,1952,gdpPercap,2144.115096
1761,Americas,Colombia,1952,lifeExp,50.643
3465,Americas,Colombia,1952,pop,12350771.0
199,Americas,Colombia,1957,gdpPercap,2323.805581
1903,Americas,Colombia,1957,lifeExp,55.118
3607,Americas,Colombia,1957,pop,14485993.0
341,Americas,Colombia,1962,gdpPercap,2492.351109
2045,Americas,Colombia,1962,lifeExp,57.863
3749,Americas,Colombia,1962,pop,17009885.0
483,Americas,Colombia,1967,gdpPercap,2678.729839
2187,Americas,Colombia,1967,lifeExp,59.963
3891,Americas,Colombia,1967,pop,19764027.0
625,Americas,Colombia,1972,gdpPercap,3264.660041
2329,Americas,Colombia,1972,lifeExp,61.623
4033,Americas,Colombia,1972,pop,22542890.0
767,Americas,Colombia,1977,gdpPercap,3815.80787
2471,Americas,Colombia,1977,lifeExp,63.837
4175,Americas,Colombia,1977,pop,25094412.0
909,Americas,Colombia,1982,gdpPercap,4397.575659
2613,Americas,Colombia,1982,lifeExp,66.653
4317,Americas,Colombia,1982,pop,27764644.0
1051,Americas,Colombia,1987,gdpPercap,4903.2191
2755,Americas,Colombia,1987,lifeExp,67.768
4459,Americas,Colombia,1987,pop,30964245.0
1193,Americas,Colombia,1992,gdpPercap,5444.648617
2897,Americas,Colombia,1992,lifeExp,68.421
4601,Americas,Colombia,1992,pop,34202721.0
1335,Americas,Colombia,1997,gdpPercap,6117.361746
3039,Americas,Colombia,1997,lifeExp,70.313
4743,Americas,Colombia,1997,pop,37657830.0
1477,Americas,Colombia,2002,gdpPercap,5755.259962
3181,Americas,Colombia,2002,lifeExp,71.682
4885,Americas,Colombia,2002,pop,41008227.0
1619,Americas,Colombia,2007,gdpPercap,7006.580419
3323,Americas,Colombia,2007,lifeExp,72.889
5027,Americas,Colombia,2007,pop,44227550.0
58,Americas,Costa Rica,1952,gdpPercap,2627.009471
1762,Americas,Costa Rica,1952,lifeExp,57.206
3466,Americas,Costa Rica,1952,pop,926317.0
200,Americas,Costa Rica,1957,gdpPercap,2990.010802
1904,Americas,Costa Rica,1957,lifeExp,60.026
3608,Americas,Costa Rica,1957,pop,1112300.0
342,Americas,Costa Rica,1962,gdpPercap,3460.937025
2046,Americas,Costa Rica,1962,lifeExp,62.842
3750,Americas,Costa Rica,1962,pop,1345187.0
484,Americas,Costa Rica,1967,gdpPercap,4161.727834
2188,Americas,Costa Rica,1967,lifeExp,65.424
3892,Americas,Costa Rica,1967,pop,1588717.0
626,Americas,Costa Rica,1972,gdpPercap,5118.146939
2330,Americas,Costa Rica,1972,lifeExp,67.849
4034,Americas,Costa Rica,1972,pop,1834796.0
768,Americas,Costa Rica,1977,gdpPercap,5926.876967
2472,Americas,Costa Rica,1977,lifeExp,70.75
4176,Americas,Costa Rica,1977,pop,2108457.0
910,Americas,Costa Rica,1982,gdpPercap,5262.734751
2614,Americas,Costa Rica,1982,lifeExp,73.45
4318,Americas,Costa Rica,1982,pop,2424367.0
1052,Americas,Costa Rica,1987,gdpPercap,5629.915318
2756,Americas,Costa Rica,1987,lifeExp,74.752
4460,Americas,Costa Rica,1987,pop,2799811.0
1194,Americas,Costa Rica,1992,gdpPercap,6160.416317
2898,Americas,Costa Rica,1992,lifeExp,75.713
4602,Americas,Costa Rica,1992,pop,3173216.0
1336,Americas,Costa Rica,1997,gdpPercap,6677.045314
3040,Americas,Costa Rica,1997,lifeExp,77.26
4744,Americas,Costa Rica,1997,pop,3518107.0
1478,Americas,Costa Rica,2002,gdpPercap,7723.447195
3182,Americas,Costa Rica,2002,lifeExp,78.123
4886,Americas,Costa Rica,2002,pop,3834934.0
1620,Americas,Costa Rica,2007,gdpPercap,9645.06142
3324,Americas,Costa Rica,2007,lifeExp,78.782
5028,Americas,Costa Rica,2007,pop,4133884.0
59,Americas,Cuba,1952,gdpPercap,5586.53878
1763,Americas,Cuba,1952,lifeExp,59.421
3467,Americas,Cuba,1952,pop,6007797.0
201,Americas,Cuba,1957,gdpPercap,6092.174359
1905,Americas,Cuba,1957,lifeExp,62.325
3609,Americas,Cuba,1957,pop,6640752.0
343,Americas,Cuba,1962,gdpPercap,5180.75591
2047,Americas,Cuba,1962,lifeExp,65.246
3751,Americas,Cuba,1962,pop,7254373.0
485,Americas,Cuba,1967,gdpPercap,5690.268015
2189,Americas,Cuba,1967,lifeExp,68.29
3893,Americas,Cuba,1967,pop,8139332.0
627,Americas,Cuba,1972,gdpPercap,5305.445256
2331,Americas,Cuba,1972,lifeExp,70.723
4035,Americas,Cuba,1972,pop,8831348.0
769,Americas,Cuba,1977,gdpPercap,6380.494966
2473,Americas,Cuba,1977,lifeExp,72.649
4177,Americas,Cuba,1977,pop,9537988.0
911,Americas,Cuba,1982,gdpPercap,7316.918107
2615,Americas,Cuba,1982,lifeExp,73.717
4319,Americas,Cuba,1982,pop,9789224.0
1053,Americas,Cuba,1987,gdpPercap,7532.924763
2757,Americas,Cuba,1987,lifeExp,74.174
4461,Americas,Cuba,1987,pop,10239839.0
1195,Americas,Cuba,1992,gdpPercap,5592.843963
2899,Americas,Cuba,1992,lifeExp,74.414
4603,Americas,Cuba,1992,pop,10723260.0
1337,Americas,Cuba,1997,gdpPercap,5431.990415
3041,Americas,Cuba,1997,lifeExp,76.151
4745,Americas,Cuba,1997,pop,10983007.0
1479,Americas,Cuba,2002,gdpPercap,6340.646683
3183,Americas,Cuba,2002,lifeExp,77.158
4887,Americas,Cuba,2002,pop,11226999.0
1621,Americas,Cuba,2007,gdpPercap,8948.102923
3325,Americas,Cuba,2007,lifeExp,78.273
5029,Americas,Cuba,2007,pop,11416987.0
60,Americas,Dominican Republic,1952,gdpPercap,1397.717137
1764,Americas,Dominican Republic,1952,lifeExp,45.928
3468,Americas,Dominican Republic,1952,pop,2491346.0
202,Americas,Dominican Republic,1957,gdpPercap,1544.402995
1906,Americas,Dominican Republic,1957,lifeExp,49.828
3610,Americas,Dominican Republic,1957,pop,2923186.0
344,Americas,Dominican Republic,1962,gdpPercap,1662.137359
2048,Americas,Dominican Republic,1962,lifeExp,53.459
3752,Americas,Dominican Republic,1962,pop,3453434.0
486,Americas,Dominican Republic,1967,gdpPercap,1653.723003
2190,Americas,Dominican Republic,1967,lifeExp,56.751
3894,Americas,Dominican Republic,1967,pop,4049146.0
628,Americas,Dominican Republic,1972,gdpPercap,2189.874499
2332,Americas,Dominican Republic,1972,lifeExp,59.631
4036,Americas,Dominican Republic,1972,pop,4671329.0
770,Americas,Dominican Republic,1977,gdpPercap,2681.9889
2474,Americas,Dominican Republic,1977,lifeExp,61.788
4178,Americas,Dominican Republic,1977,pop,5302800.0
912,Americas,Dominican Republic,1982,gdpPercap,2861.092386
2616,Americas,Dominican Republic,1982,lifeExp,63.727
4320,Americas,Dominican Republic,1982,pop,5968349.0
1054,Americas,Dominican Republic,1987,gdpPercap,2899.842175
2758,Americas,Dominican Republic,1987,lifeExp,66.046
4462,Americas,Dominican Republic,1987,pop,6655297.0
1196,Americas,Dominican Republic,1992,gdpPercap,3044.214214
2900,Americas,Dominican Republic,1992,lifeExp,68.457
4604,Americas,Dominican Republic,1992,pop,7351181.0
1338,Americas,Dominican Republic,1997,gdpPercap,3614.101285
3042,Americas,Dominican Republic,1997,lifeExp,69.957
4746,Americas,Dominican Republic,1997,pop,7992357.0
1480,Americas,Dominican Republic,2002,gdpPercap,4563.808154
3184,Americas,Dominican Republic,2002,lifeExp,70.847
4888,Americas,Dominican Republic,2002,pop,8650322.0
1622,Americas,Dominican Republic,2007,gdpPercap,6025.374752
3326,Americas,Dominican Republic,2007,lifeExp,72.235
5030,Americas,Dominican Republic,2007,pop,9319622.0
61,Americas,Ecuador,1952,gdpPercap,3522.110717
1765,Americas,Ecuador,1952,lifeExp,48.357
3469,Americas,Ecuador,1952,pop,3548753.0
203,Americas,Ecuador,1957,gdpPercap,3780.546651
1907,Americas,Ecuador,1957,lifeExp,51.356
3611,Americas,Ecuador,1957,pop,4058385.0
345,Americas,Ecuador,1962,gdpPercap,4086.114078
2049,Americas,Ecuador,1962,lifeExp,54.64
3753,Americas,Ecuador,1962,pop,4681707.0
487,Americas,Ecuador,1967,gdpPercap,4579.074215
2191,Americas,Ecuador,1967,lifeExp,56.678
3895,Americas,Ecuador,1967,pop,5432424.0
629,Americas,Ecuador,1972,gdpPercap,5280.99471
2333,Americas,Ecuador,1972,lifeExp,58.796
4037,Americas,Ecuador,1972,pop,6298651.0
771,Americas,Ecuador,1977,gdpPercap,6679.62326
2475,Americas,Ecuador,1977,lifeExp,61.31
4179,Americas,Ecuador,1977,pop,7278866.0
913,Americas,Ecuador,1982,gdpPercap,7213.791267
2617,Americas,Ecuador,1982,lifeExp,64.342
4321,Americas,Ecuador,1982,pop,8365850.0
1055,Americas,Ecuador,1987,gdpPercap,6481.776993
2759,Americas,Ecuador,1987,lifeExp,67.231
4463,Americas,Ecuador,1987,pop,9545158.0
1197,Americas,Ecuador,1992,gdpPercap,7103.702595
2901,Americas,Ecuador,1992,lifeExp,69.613
4605,Americas,Ecuador,1992,pop,10748394.0
1339,Americas,Ecuador,1997,gdpPercap,7429.455877
3043,Americas,Ecuador,1997,lifeExp,72.312
4747,Americas,Ecuador,1997,pop,11911819.0
1481,Americas,Ecuador,2002,gdpPercap,5773.044512
3185,Americas,Ecuador,2002,lifeExp,74.173
4889,Americas,Ecuador,2002,pop,12921234.0
1623,Americas,Ecuador,2007,gdpPercap,6873.262326
3327,Americas,Ecuador,2007,lifeExp,74.994
5031,Americas,Ecuador,2007,pop,13755680.0
62,Americas,El Salvador,1952,gdpPercap,3048.3029
1766,Americas,El Salvador,1952,lifeExp,45.262
3470,Americas,El Salvador,1952,pop,2042865.0
204,Americas,El Salvador,1957,gdpPercap,3421.523218
1908,Americas,El Salvador,1957,lifeExp,48.57
3612,Americas,El Salvador,1957,pop,2355805.0
346,Americas,El Salvador,1962,gdpPercap,3776.803627
2050,Americas,El Salvador,1962,lifeExp,52.307
3754,Americas,El Salvador,1962,pop,2747687.0
488,Americas,El Salvador,1967,gdpPercap,4358.595393
2192,Americas,El Salvador,1967,lifeExp,55.855
3896,Americas,El Salvador,1967,pop,3232927.0
630,Americas,El Salvador,1972,gdpPercap,4520.246008
2334,Americas,El Salvador,1972,lifeExp,58.207
4038,Americas,El Salvador,1972,pop,3790903.0
772,Americas,El Salvador,1977,gdpPercap,5138.922374
2476,Americas,El Salvador,1977,lifeExp,56.696
4180,Americas,El Salvador,1977,pop,4282586.0
914,Americas,El Salvador,1982,gdpPercap,4098.344175
2618,Americas,El Salvador,1982,lifeExp,56.604
4322,Americas,El Salvador,1982,pop,4474873.0
1056,Americas,El Salvador,1987,gdpPercap,4140.442097
2760,Americas,El Salvador,1987,lifeExp,63.154
4464,Americas,El Salvador,1987,pop,4842194.0
1198,Americas,El Salvador,1992,gdpPercap,4444.2317
2902,Americas,El Salvador,1992,lifeExp,66.798
4606,Americas,El Salvador,1992,pop,5274649.0
